Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£)
2018/19,proposition_Foundations,15205,20177460.65,36199845.05,1901517,2531413,885187.7621743312,20294421.600602042,5911631.880984129,67724016.2937605
2018/19,NA,30547,138702581.79999998,252433433.5,2751312,7007980,1778351.2378256689,61303356.913057655,16260466.362478798,341534900.0133621
2019/20,proposition_Foundations,13557,19341205.15,34725560.85,1772825,2364459,986006.6846618691,18071992.676634677,5270977.145487158,63191821.3567837
2019/20,NA,26324,122241670.5,222502726.9,2430559,6151399,1914556.3153381308,61063276.32308841,16195626.339628613,310258143.87805516
2020/21,proposition_Foundations,9905,17507510.349999998,31691467.15,1291611,2010359,944942.6880078197,10569300.02644144,2967632.455235125,49475312.319684386
2020/21,NA,22833,113020899.39999999,207538363.85,1970640,5468855,2178281.31199218,47849831.69877346,13669323.457313474,278675295.3180791
2021/22,proposition_Foundations,8767,16708285.95,30724950.849999998,984670,1889618,885409.7048265749,14232676.472029641,3840194.2295609578,52557519.25641717
2021/22,NA,22601,111465827.8,207741734,1630393,5150672,2282553.295173425,66177829.988441825,16594636.115887968,299577818.39950323
2022/23,proposition_Foundations,9018,16750587.9,30986474.599999998,828485,1921938,1116377.2202785378,16131747.823798751,4419697.093983084,55404719.73806037
2022/23,NA,23509,114356897.1,213646097.5,1455499,5100859,2910280.779721462,76693442.16623294,19649368.63073496,319455547.07668936
2023/24,proposition_Foundations,9529,16719028.25,30516119.45,731674,1978447,1480494.8872975227,16593037.46287589,4759736.167101799,56059508.96727521
2023/24,NA,24055,119805720.1,220203183.65,1264867,4912560,3737360.1127024773,72443258.95581363,19774050.737179115,322335280.4556952
2024/25,proposition_Foundations,8987,14591807.2,22894943.8,615538,1784953,1591133.4627059693,14753077.948031617,4638143.650466087,46277789.86120368
2024/25,NA,19476,99628768.6,159708380.2,898043,3805114,3448193.5372940307,64470140.25759092,19031473.967563666,251361344.9624486
2025/26,proposition_Foundations,4145,8429438.95,12516856.049999999,348825,1041912,522363.36461755045,NA,NA,14429956.41461755
2025/26,NA,8641,56920952.1,86576625.05,472920,2090864,1088960.6353824495,NA,NA,90229369.68538244
2026/27,proposition_Foundations,1443,3901858.6999999997,5206579.8,155533,486935,NA,NA,NA,5849047.8
2026/27,NA,2850,25701909.849999998,35228354.55,183927,886567,NA,NA,NA,36298848.55
2027/28,proposition_Foundations,278,1111618.0999999999,1111014.5999999999,42729,140817,NA,NA,NA,1294560.5999999999
2027/28,NA,510,6625334.35,6475130,39377,220884,NA,NA,NA,6735391
2014/15,proposition_Get A Job,11904,44573632.8,81033786.95,1107285,2262839,158403.9693989071,18925177.152530458,3578877.3752210964,107066369.44715047
2014/15,NA,32016,137392017.79999998,249592202.25,3567750,8994030,426030.03060109285,46173183.07214188,13321432.793907037,322074628.14665
2015/16,proposition_Get A Job,11854,44333509.5,80572040.6,1102828,2261703,182610.8834735167,20923096.585935865,4053220.2537790793,109095499.32318845
2015/16,NA,32136,136041760.5,247113027.65,3568631,9035286,495055.1165264833,47945175.84879375,14116832.83904409,322274008.45436436
2016/17,proposition_Get A Job,11892,43529831.1,79087273.35,1090233,2255864,638611.6127357201,20991003.945438087,4178166.45885044,108241152.36702424
2016/17,NA,32016,131429868.75,238728299.54999998,3562244,8966960,1719289.3872642799,52744861.1665636,15491810.773269592,321213464.8770974
2017/18,proposition_Get A Job,12275,43309357.25,78698230.89999999,1096770,2294209,686213.7016054995,22380267.039321974,4407268.248500446,109562958.88942792
2017/18,NA,32384,121665663.75,220961741.5,3534439,8790368,1810374.2983945007,59483209.86762411,17009831.18109791,311589963.84711653
2018/19,proposition_Get A Job,12616,43924194.55,79910969.25,1128307,2349709,734448.1897143356,22456071.480498463,4520155.972007238,111099660.89222004
2018/19,NA,33137,114955847.05,208722310.15,3524522,8692887,1929090.8102856642,59141707.033161245,17651942.271455687,299662459.2649026
2019/20,proposition_Get A Job,12258,43842559.699999996,79871886.25,1074808,2311796,891529.8326019909,18980683.672540687,4523706.323090489,107654410.07823317
2019/20,NA,27623,97740315.95,177356400.65,3128575,7489088,2009033.167398009,60154585.3271824,16942897.16202528,267080579.3066057
2020/21,proposition_Get A Job,9953,39872298.1,73311853.14999999,897526,2028428,949521.9155721181,13462301.323544594,3121930.7807027837,93771561.16981949
2020/21,NA,22785,90656111.64999999,165917977.85,2364724,6529822,2173702.084427882,44956830.401670314,13515025.131845817,235458081.467944
2021/22,proposition_Get A Job,11050,42051511.1,78558805.39999999,803396,2203394,1115977.7846850292,20439641.495191358,4315369.778168248,107436584.45804463
2021/22,NA,20318,86122603.5,159907879.45,1811668,5948295,2051985.2153149706,59970864.965280116,16119460.567280676,245810153.19787574
2022/23,proposition_Get A Job,10933,41048936.949999996,76947194.35,755046,2300261,1353484.9632294164,18210460.82234377,4146741.20830908,103713188.34388226
2022/23,NA,21593,90058547.2,167685378.6,1528938,5957699,2673173.0367705836,74614729.16768794,19922324.516408965,272382242.3208675
2023/24,proposition_Get A Job,10526,40499347.35,74657806.05,717175,2262504,1635396.0734278227,16620156.33243502,4019789.893761834,99912827.34962468
2023/24,NA,23058,96025401,176061497.04999998,1279366,6062434,3582458.926572177,72416140.0862545,20513997.010519084,279915893.0733457
2024/25,proposition_Get A Job,8629,33585233.15,53966545.9,534722,1818243,1527750.1557460562,11719306.382041175,3138865.856337297,72705433.29412453
2024/25,NA,19834,80635342.64999999,128636778.95,978859,5202919,3511576.844253944,67503911.82358137,20530751.761692457,226364797.37952778
2025/26,proposition_Get A Job,3816,18698399.45,28322754.8,290001,994612,480901.9540122008,NA,NA,30088269.7540122
2025/26,NA,8970,46651991.6,70770726.3,531744,3006495,1130422.045987799,NA,NA,75439387.3459878
2026/27,proposition_Get A Job,1275,8501779.9,11582634.65,119633,430375,NA,NA,NA,12132642.65
2026/27,NA,3017,21101988.65,28852300.55,219827,1366337,NA,NA,NA,30438464.55
2027/28,proposition_Get A Job,235,2270595.65,2254500.9,25377,110310,NA,NA,NA,2390187.9
2027/28,NA,554,5466356.8,5331643.7,56729,372451,NA,NA,NA,5760823.7
2014/15,proposition_Enterprise,14460,112464033.8,204801820.29999998,1458525,2770497,192416.1120218579,10664242.956627194,4259538.197356905,224147039.56600595
2014/15,NA,29460,69501616.8,125824168.89999999,3216509,5990977,392017.88797814207,54434117.26804513,12640771.971771227,202498562.02779448
2015/16,proposition_Enterprise,14269,111157993.5,202415185.2,1433238,2773009,219813.96121845872,10399719.273976455,4242690.618463441,221483656.05365834
2015/16,NA,29721,69217276.5,125269882.2,3238220,6023847,457852.0387815412,58468553.16075315,13927362.474359728,207385716.87389442
2016/17,proposition_Enterprise,13730,106441835.64999999,193832263.45,1385877,2681456,737297.153886447,9450372.487142546,4078849.820303989,212166115.91133296
2016/17,NA,30179,68517864.2,123983309.45,3266600,6063130,1620603.846113553,64285492.624859124,15591127.411816044,214810263.33278874
2017/18,proposition_Enterprise,12207,95184539.35,173326390,1250483,2416829,682412.2733603528,7306320.548449056,3245015.065090661,188227449.88690007
2017/18,NA,32452,69790481.64999999,126333582.39999999,3380725,6287353,1814175.726639647,74557156.35849701,18172084.364507694,230545076.84964433
2018/19,proposition_Enterprise,11354,86731227.3,157900270.4,1162667,2231115,660994.5315177478,7217657.041553153,3292446.0738560893,172465150.046927
2018/19,NA,34398,72148815.14999999,130733009,3490162,6529697,2002544.468482252,74380121.47210653,18879652.169606835,236015186.1101956
2019/20,proposition_Enterprise,9776,75002035.64999999,136576718.2,1013264,1871590,710995.0325460108,4245101.265717178,2610231.8072547866,147027900.30551797
2019/20,NA,30106,66580840.85,120651568.7,3190119,5969464,2189567.967453989,74890167.7340059,18856371.677860983,225747259.07932088
2020/21,proposition_Enterprise,8712,66303252.1,121567403.75,793298,1694368,831129.802920154,3855221.931010989,2506477.6855103546,131247899.16944149
2020/21,NA,24026,64225157.65,117662427.25,2468952,5297531,2292094.197079846,54563909.794203915,14130478.227038246,196415392.468322
2021/22,proposition_Enterprise,7872,58575758.449999996,108790320.2,629000,1692709,795045.8997035101,4253324.415856782,2249810.7607528847,118410210.27631319
2021/22,NA,23495,69598356.14999999,129676363.8,1986064,5367390,2372917.10029649,76157182.04461467,18185019.584696043,233744936.5296072
2022/23,proposition_Enterprise,7568,53008395.3,98827316.35,532956,1793712,936875.4494420021,4507392.889742658,2321852.5971257063,108920105.28631036
2022/23,NA,24959,78099089.7,145805255.75,1751028,5676868,3089782.550557998,88317797.10028905,21747213.12759234,266387944.52843937
2023/24,proposition_Enterprise,7477,49709954.15,91344827.55,436498,1818219,1161681.212333254,4397733.1555340905,2430387.7187298746,101589346.63659722
2023/24,NA,26107,86814794.2,159374475.54999998,1560042,5895963,4056173.787666746,84638563.26315542,22103399.185551044,277628616.7863732
2024/25,proposition_Enterprise,5881,39512198.15,62520911.05,290769,1304939,1041221.3079085128,1755137.6524334403,1584254.4353601676,68497232.44570212
2024/25,NA,22582,74708377.64999999,120082412.95,1222813,5134173,3998105.6920914873,77468080.55318908,22085363.182669587,229990948.37795016
2025/26,proposition_Enterprise,2594,22168475.15,32964144.95,148808,701573,326902.42890661664,NA,NA,34141428.378906615
2025/26,NA,10192,43181915.9,66129335.3,672937,2956012,1284421.5710933835,NA,NA,71042705.87109338
2026/27,proposition_Enterprise,848,9936530.6,13090480.25,54583,278795,NA,NA,NA,13423858.25
2026/27,NA,3444,19667237.099999998,27344454.95,284877,1346599,NA,NA,NA,28975930.95
2027/28,proposition_Enterprise,150,2608187.6,2334961.9,9964,52853,NA,NA,NA,2397778.9
2027/28,NA,639,5128765.7,5251182.7,72142,370533,NA,NA,NA,5693857.7
2014/15,NA,43919,181965650.6,330625989.2,4675034,11234192,584434,65098360.224672325,16900310.169128135,429118319.5938004
2015/16,NA,43990,180375270,327685067.4,4671459,11279785,677666,68868272.4347296,18170053.092823166,431352302.92755276
2016/17,NA,43909,174959699.85,317815572.9,4652477,11220606,2357901,73735865.11200167,19669977.23212003,429452399.2441217
2017/18,NA,44659,164975021,299659972.4,4631209,11144455,2496588,81863476.90694606,21417099.429598354,421212800.7365444
2018/19,NA,45753,158880041.6,288633278.55,4652829,11171699,2663539,81597778.51365969,22172098.24346292,410891222.3071226
2019/20,proposition_Get A Job- H&SC,320,2059777.8,3605789.25,6109,52189,23273.74338657506,1010101.215463491,184484.20009205054,4881946.408942116
2019/20,NA,39561,139523097.85,253622498.5,4197274,9853245,2877289.256613425,78125167.78425959,21282119.28502372,369957593.82589674
2020/21,proposition_Get A Job- H&SC,1839,11922697.549999999,21965456.05,85380,259517,175441.65605718127,4431475.4588229265,1005259.3911107255,27922529.555990834
2020/21,NA,30899,118605712.2,217264374.95,3176871,8190266,2947782.3439428187,53987656.26639197,15631696.521437876,301198647.0817726
2021/22,proposition_Get A Job- H&SC,3397,21899085.5,40935848.699999996,130059,479871,343085.73695284856,6676623.749111187,1486563.601045136,50052051.78710917
2021/22,NA,27970,106275028.25,197530836.15,2485004,7399915,2824877.2630471517,73733882.71136028,18948266.74440379,302922781.86881125
2022/23,proposition_Get A Job- H&SC,5829,35906238.05,66816933.449999996,191379,786610,721597.1187628739,11399269.12803397,2666790.5201609987,82582579.21695784
2022/23,NA,26698,95201246.95,177815638.65,2092605,7023880,3305060.881237126,81425920.86199774,21402275.20455705,293065380.5977919
2023/24,proposition_Get A Job- H&SC,7778,48423559.05,88479738.5,204008,953710,1208446.7660195332,11561341.539180035,3083815.3354160246,105491060.1406156
2023/24,NA,25806,88101189.3,162239563.75,1792533,6794507,4009408.2339804666,77474954.8795095,21449971.568864893,273760938.43235487
2024/25,proposition_Get A Job- H&SC,6200,42760189.25,68993706.1,160485,759920,1097699.7294733513,5247354.61648154,1575690.8978717343,77834856.34382662
2024/25,NA,22263,71460386.55,113609618.75,1353097,5677940,3941627.270526649,73975863.589141,22093926.72015802,220652073.32982567
2025/26,proposition_Get A Job- H&SC,2768,25568354.45,39708139.3,90715,434295,348857.6325381306,NA,NA,40582006.93253813
2025/26,NA,10017,39782036.6,59385341.8,731030,3203050,1262466.3674618695,NA,NA,64581888.167461865
2026/27,proposition_Get A Job- H&SC,884,11647969.049999999,16594351.95,37546,180297,NA,NA,NA,16812194.95
2026/27,NA,3408,17955799.5,23840583.25,301914,1440119,NA,NA,NA,25582616.25
2027/28,proposition_Get A Job- H&SC,146,2824586.55,2922962.15,9289,37784,NA,NA,NA,2970035.15
2027/28,NA,643,4912366.75,4663182.45,72817,395127,NA,NA,NA,5131126.45
2014/15,proposition_Non-Core,1436,2399051.05,4386113.05,117386,137092,19108.97843757827,744504.0282797177,388877.17332666676,5793081.230043963
2014/15,NA,42483,179566600.4,326239875.3,4557649,10898397,565325.0215624217,64353856.1963926,16511432.99580147,423126535.5137565
2015/16,proposition_Non-Core,1744,2587857.3,4720572.75,141398,150468,26866.3219822687,1232045.2241110294,651530.2458628452,6922880.541956143
2015/16,NA,42246,177787412.7,322964495.5,4530061,10903198,650799.6780177313,67636227.21061857,17518522.846960325,424203304.2355966
2016/17,proposition_Non-Core,2016,2944063.4,5367489.899999999,159574,174458,108258.635268396,1314992.7035913337,713177.9895622828,7837951.228422012
2016/17,NA,41893,172015637.29999998,312448083,4492903,10792601,2249642.3647316042,72420872.40841033,18956799.24255775,421360901.0156997
2017/18,proposition_Non-Core,3644,4689438.95,8563477.15,251027,284530,203711.83125461833,2936000.1432654066,1597184.4061323141,13835930.530652339
2017/18,NA,41015,160285582.9,291096495.25,4380182,10475887,2292876.1687453818,78927476.76368067,19819915.023466043,406992832.2058921
2018/19,proposition_Non-Core,5620,7246675.85,13232940.25,373439,446858,327178.9032173457,4165911.1124522868,2310920.3749854667,20857247.6406551
2018/19,NA,40132,151633365.75,275400338.3,4279390,10170727,2336360.0967826545,77431867.4012074,19861177.868477456,389479860.66646755
2019/20,proposition_Non-Core,4672,8247769.3,14985613.9,343003,485202,339796.6534439959,2175125.7856851197,1162909.3327231044,19491650.67185222
2019/20,NA,35209,133335106.35,242242673,3860380,8991039,2560766.346556004,76960143.21403795,20303694.152392667,354918695.71298665
2020/21,proposition_Non-Core,3843,8672444.6,15919422.2,261533,494251,366624.40686663816,1746688.2541253287,1026721.9401419412,19815240.80113391
2020/21,NA,28895,121855966,223310408.79999998,3000717,7700366,2756599.5931333615,56672443.471089564,15610233.972406661,309050768.83662957
2021/22,proposition_Non-Core,2052,6255961.75,11607588.95,158873,351863,207245.1964166162,954890.8398391921,325720.57413536945,13606181.560391176
2021/22,NA,29315,121918152,226859095.9,2456191,7512948,2960717.803583384,79455615.62063226,20109109.77131356,339353678.0955292
2022/23,proposition_Non-Core,1293,4477043.5,8397452.6,104538,250605,160066.06185630398,1180076.198476699,418071.67299436085,10510809.533327363
2022/23,NA,31234,126630440.64999999,236235119.5,2179446,7811539,3866591.9381436957,91645113.79155499,23650994.05172369,365388804.2814224
2023/24,proposition_Non-Core,738,2827230.9,5305848.75,59607,162682,114657.64448414472,561993.936512316,197843.36171886208,6402632.692715323
2023/24,NA,32847,133697517.45,245413453.5,1936933,8040048,5103197.355515855,88474302.48217718,24335943.54256206,373303877.8802551
2024/25,proposition_Non-Core,479,1613359.5,2724421.6999999997,31051,97115,84806.15651898958,931860.4684153115,304993.6813188181,4174248.006253119
2024/25,NA,27984,112607216.3,179878903.15,1482530,6858317,4954520.843481011,78291357.73720722,23364623.936710935,294830252.66739917
2025/26,proposition_Non-Core,198,833681.7,1324409.65,13726,50813,24954.411576065704,NA,NA,1413903.0615760656
2025/26,NA,12587,64516709.35,97769070.6,808018,3915977,1586369.5884239343,NA,NA,104079435.18842393
2026/27,proposition_Non-Core,62,308491.35,418558.7,2079,19081,NA,NA,NA,439718.7
2026/27,NA,4231,29295276.349999998,40016376.5,337381,1765356,NA,NA,NA,42119113.5
2027/28,proposition_Non-Core,12,80872.4,76935.2,213,5187,NA,NA,NA,82335.2
2027/28,NA,777,7656080.899999999,7509209.399999999,81893,474834,NA,NA,NA,8065936.399999999
2014/15,proposition_Education,425,427493.05,736966.15,34922,26956,5655.512420592454,13302403.213740978,2786533.8461273056,16893436.722288877
2014/15,NA,43494,181538157.54999998,329889023.05,4640112,11145749,578778.4875794075,51795957.01093135,14113776.323000828,412163395.8715116
2015/16,proposition_Education,421,406865.25,690601.2,34872,26079,6485.505478517845,14851378.477212284,3181759.8298357488,18791176.01252655
2015/16,NA,43569,179968404.75,326994466.2,4636586,11192648,671180.4945214821,54016893.95751733,14988293.26298742,412500067.91502625
2016/17,proposition_Education,569,511062.5,881076,57672,33508,30555.140608986767,20517463.10233574,4518378.773871263,26038653.01681599
2016/17,NA,43340,174448637.35,316934497.75,4594805,11111658,2327345.859391013,53218402.00966596,15151598.45824877,403338307.07730573
2017/18,proposition_Education,832,670499.5499999999,1163365.25,73807,45230,46511.592646499026,27778856.302415673,6058231.665365556,35166001.810427725
2017/18,NA,43827,164304521.45,298496607.15,4557402,11003930,2450076.407353501,54084620.604530424,15358867.7642328,385951503.9261167
2018/19,proposition_Education,958,800484.1,1389254.45,86899,54681,55770.558477039755,27463717.27855377,6136943.941630003,35187266.228660814
2018/19,NA,44795,158079557.5,287244024.95,4565930,11014444,2607768.4415229606,54134061.23510595,16035154.301832926,375601382.92846185
2019/20,proposition_Education,950,742308.4,1311510.9,84432,52628,69093.92567889471,38924165.82067091,8862928.446088927,49304759.092438735
2019/20,NA,38931,140840567.25,255916776,4118952,9774161,2831469.0743211056,40211103.17905219,12603675.039026843,325456136.2924001
2020/21,proposition_Education,917,779281.7,1400620.65,76406,55634,87482.32659295009,28928864.45619777,7003171.741996416,37552179.174787134
2020/21,NA,31821,129749128.89999999,237829210.35,3185844,8444124,3035741.67340705,29490267.269017134,9633784.170552181,291618971.46297634
2021/22,proposition_Education,878,921551.2999999999,1702645.2,75641,69534,88675.08891510186,38864162.899432495,9168663.376668638,49969321.56501623
2021/22,NA,30489,127252562.45,236764039.65,2539422,7951108,3079287.9110848983,41546343.561038986,11266166.968780288,303146368.0909042
2022/23,proposition_Education,861,861047.45,1600320.5,61394,64842,106586.91357948781,47552179.14836336,11293693.733836643,60679016.29577949
2022/23,NA,31666,130246437.55,243032252.45,2222590,8009344,3920071.0864205123,45273010.84166837,12775371.990881396,315232640.3689703
2023/24,proposition_Education,709,734494.35,1350123.8499999999,48736,54217,110152.12728896829,45491919.10004539,11282516.84811419,58337664.92544855
2023/24,NA,32876,135790254,249369178.4,1947805,8097418,5107702.872711032,43544377.31864416,13251270.05616672,321317751.6475219
2024/25,proposition_Education,854,606903.4,940859.0499999999,35835,44327,151199.28531778097,48900119.54220038,13287316.513783762,63359656.39130192
2024/25,NA,27609,113613672.39999999,181662464.95,1477747,6792838,4888127.714682219,30323098.663422175,10382301.10424599,235526577.43235037
2025/26,proposition_Education,408,319780.2,453088.25,17962,22911,51421.211732499025,NA,NA,545382.4617324991
2025/26,NA,12377,65030610.85,98640392.85,803782,3867898,1559902.788267501,NA,NA,104871975.6382675
2026/27,proposition_Education,154,148386.19999999998,183397.69999999998,8010,10571,NA,NA,NA,201978.69999999998
2026/27,NA,4139,29455382.349999998,40251536.65,331450,1731490,NA,NA,NA,42314476.65
2027/28,proposition_Education,34,48892,46769.549999999996,2332,3513,NA,NA,NA,52614.549999999996
2027/28,NA,755,7688061.3,7539375.05,79774,460831,NA,NA,NA,8079980.05
