Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£)
2025/26,East of England,464,2975162.35,4704123.55,36960,181981,58483.59949937421,NA,NA,4981548.149499374
2025/26,London,1604,10582804.299999999,15634739.35,91309,379223,202171.75344180223,NA,NA,16307443.1034418
2025/26,North East,806,2884938.25,4714158.649999999,60753,234588,101590.04568210265,NA,NA,5111089.695682102
2025/26,North West,2169,10746506.65,16333441.049999999,140868,674394,273385.61921151436,NA,NA,17422088.669211514
2025/26,Northern Ireland,739,1470969.2,2128304.8,54464,164823,93145.21558197748,NA,NA,2440737.015581977
2025/26,Scotland,1470,6422089.149999999,9805784.45,83863,423853,185282.09324155192,NA,NA,10498782.543241551
2025/26,South East,838,5700105.95,8923645.95,47626,310350,105623.39737171466,NA,NA,9387245.347371714
2025/26,South West,1005,6627546.899999999,10379921.2,56509,370426,126672.45150187735,NA,NA,10933528.651501877
2025/26,Wales,743,3134801.6999999997,4254456.55,51290,196286,93649.38454317897,NA,NA,4595681.934543178
2025/26,West Midlands,1135,6322543.1,9200338.799999999,65335,372533,143057.94274092617,NA,NA,9781264.742740925
2025/26,Yorkshire and The Humber,1022,4489382.95,6850509.55,83591,283643,128815.16958698373,NA,NA,7346558.719586983
2026/27,East Midlands,248,1536749,2110778.65,19537,129512,NA,NA,NA,2259827.65
2026/27,East of England,135,1122062.05,1683507.45,14268,71312,NA,NA,NA,1769087.45
2026/27,London,546,4888389.95,6316083.95,35440,177409,NA,NA,NA,6528932.95
2026/27,North East,272,1336102.25,2073198.45,28134,111434,NA,NA,NA,2212766.45
2026/27,North West,744,5060190.25,6878630.95,58026,312742,NA,NA,NA,7249398.95
2026/27,Northern Ireland,258,698514.7,877397.2,23402,76321,NA,NA,NA,977120.2
2026/27,Scotland,514,3009102.85,4110079.8,34380,193489,NA,NA,NA,4337948.8
2026/27,South East,271,2638122.05,3831709.9,18109,135539,NA,NA,NA,3985357.9
2026/27,South West,337,2986499.65,4290386.05,24824,167324,NA,NA,NA,4482534.05
2026/27,Wales,261,1528023.75,1839814.8,23943,87966,NA,NA,NA,1951723.8
2026/27,West Midlands,358,2701189.5,3486065.05,23477,157146,NA,NA,NA,3666688.05
2026/27,Yorkshire and The Humber,348,2098821.6999999997,2937282.1,35919,132601,NA,NA,NA,3105802.1
2027/28,East Midlands,43,353680.75,339120.25,5459,32341,NA,NA,NA,376920.25
2027/28,East of England,20,181361.94999999998,223556.8,3005,14880,NA,NA,NA,241441.8
2027/28,London,102,1280309.95,1029089.9,7307,51103,NA,NA,NA,1087499.9
2027/28,North East,49,301257,380063.89999999997,8900,29690,NA,NA,NA,418653.89999999997
2027/28,North West,142,1452927.95,1453001.9,15250,91551,NA,NA,NA,1559802.9
2027/28,Northern Ireland,51,213737.6,185232.85,7031,22941,NA,NA,NA,215204.85
2027/28,Scotland,100,848867.7999999999,836990.75,8348,52363,NA,NA,NA,897701.75
2027/28,South East,46,623875.35,676230.25,3862,30699,NA,NA,NA,710791.25
2027/28,South West,62,782804.95,869942.7,6325,45126,NA,NA,NA,921393.7
2027/28,Wales,51,485429.89999999997,437695.6,4419,24097,NA,NA,NA,466211.6
2027/28,West Midlands,60,645861.45,545695.75,4065,36501,NA,NA,NA,586261.75
2027/28,Yorkshire and The Humber,65,566836.95,609523.1,8134,37785,NA,NA,NA,655442.1
2014/15,Belfast City Region,1799,3437939.75,6453121.8,162305,331586,23938.906329690348,3147885.357605566,897989.3329729628,11016826.396908218
2014/15,Bristol,1129,6685879.85,12151081.5,116203,336513,15023.36033697632,886551.0767047734,371269.5393468048,13876641.476388555
2014/15,Cardiff City Region,1317,4528721.8,8113739.6,299138,323303,17525.035928961748,1715425.4538060445,535272.0729878052,11004403.162722811
2014/15,Edinburgh,825,3688040.35,6955773.55,100911,199070,10978.097677595628,1475965.4218682037,353661.90536694275,9096359.974912742
2014/15,Glasgow City Region,2801,14661180.799999999,27608323,138590,665450,37272.304963570125,3683811.319562702,1018224.3192925919,33151670.943818863
2014/15,Greater Birmingham and The Black Country,3098,12638595.6,22048927.75,241693,716887,41224.420127504556,3477920.2277593566,1039856.5553249938,27566508.953211855
2014/15,Greater London,4666,26829073.599999998,51226785.1,550733,1064004,62089.45910746812,6099464.18179247,1604810.0684502807,60607885.80935022
2014/15,Greater Manchester,2000,7170207.3,13297241.049999999,202198,486055,26613.570127504554,3840409.354805329,846675.6568030792,18699192.63173591
2014/15,Leeds City Region,1612,6183632.7,10941420.15,190604,382653,21450.53752276867,1712878.0953442336,565456.5883818544,13814462.371248856
2014/15,Liverpool City Region,1339,5035745.1,9279061.549999999,134965,383133,17817.7852003643,2347207.5840312233,533762.8472181028,12695947.76644969
2014/15,Newcastle Met Area,854,2166338.9,3890514.6,109731,164181,11363.994444444445,1326746.489168118,301845.15394049167,5804382.2375530545
2014/15,Nottinghamshire and Derby,975,4765122.95,8312586.899999999,167874,305258,12974.11543715847,1622111.4548559813,284740.59521719714,10705545.065510336
2014/15,NA,21505,84175171.89999999,150347412.65,2260089,5702038,286162.4127959927,33761984.20736834,8546745.533825021,200904431.80398935
2015/16,Belfast City Region,1779,3404456.55,6358038.25,165688,330108,27406.1200300075,3489590.2572588483,997946.0897407922,11368776.717029648
2015/16,Bristol,1132,6677165.649999999,12133285.9,111834,340658,17438.857714428606,930997.7009488515,390814.8939129745,13925029.352576256
2015/16,Cardiff City Region,1324,4469300.85,8010146.7,296178,325114,20396.685171292822,1908359.731957343,601452.2475675235,11161647.36469616
2015/16,Edinburgh,830,3682803.5,6946605.45,99851,201399,12786.4416104026,1610713.5860693636,389782.3578656483,9261137.835545415
2015/16,Glasgow City Region,2784,14458243.299999999,27232030.55,131773,660148,42888.49812453113,3767452.439369131,1072804.953171943,32907097.440665606
2015/16,Greater Birmingham and The Black Country,3137,12535063.9,21866617.2,243019,724688,48326.5871467867,3734171.026600347,1140952.3322954737,27757774.146042608
2015/16,Greater London,4671,26675768.45,50933377.85,553474,1073455,71958.39609902476,6464244.786408713,1712977.3025141999,60809487.33502194
2015/16,Greater Manchester,1996,7097231.399999999,13153909.799999999,205996,487279,30749.08127031758,3998509.5960750226,908115.453623411,18784558.93096875
2015/16,Leeds City Region,1612,6087788.399999999,10773355.6,188643,382940,24833.42635658915,1793126.1512799726,605066.1237331652,13767964.301369727
2015/16,Liverpool City Region,1348,5009359.399999999,9216680.9,136445,384156,20766.41360340085,2531328.3812686466,580801.5266209991,12870178.221493047
2015/16,Newcastle Met Area,867,2138936.6,3841197.6,110832,164748,13356.439609902476,1448454.5357865577,331960.3392153799,5910548.914611841
2015/16,Nottinghamshire and Derby,976,4730862.85,8253884.2,168340,305673,15035.622905726432,1695607.2859217494,302016.7938429195,10740556.902670396
2015/16,NA,21533,83408290,148965938.25,2259386,5726760,331723.4303575894,35495716.95578507,9135362.678718738,201914887.3148614
2016/17,Belfast City Region,1758,3230300.9,6029610.149999999,165960,320892,94404.10754059533,4056770.309370224,1142669.6232764577,11810306.190187275
2016/17,Bristol,1134,6600881.55,11996480.95,111114,347835,60895.48233847275,1002559.1782215947,409416.9940079772,13928301.604568044
2016/17,Cardiff City Region,1334,4347834.149999999,7792083.45,307191,325179,71635.42631351204,2143751.289250167,662991.3902967889,11302831.55586047
2016/17,Edinburgh,828,3596518.3,6783624.75,99429,203794,44463.36805666264,1823175.21839986,444811.75348995713,9399298.08994648
2016/17,Glasgow City Region,2737,13812137.9,25999010.349999998,133511,646599,146976.13329841263,3993670.8906991887,1141084.7832996526,32060852.15729725
2016/17,Greater Birmingham and The Black Country,3145,12115758.9,21142247.2,237947,725019,168885.6190074928,3486765.6875544637,1113614.223701698,26874478.730263654
2016/17,Greater London,4692,26057753.849999998,49720179.65,555908,1078450,251959.08565442165,6556231.99948041,1778190.453975292,59940919.18911012
2016/17,Greater Manchester,1999,6843248,12683776.5,209005,479682,107345.74003051767,4432476.488408211,1020108.6650701986,18932394.393508926
2016/17,Leeds City Region,1621,5926969.25,10487617.9,195697,382044,87047.24591769342,1821353.066915596,630766.3107684191,13604525.523601709
2016/17,Liverpool City Region,1336,4825543.5,8886572.35,134626,378889,71742.82575326243,2697656.9798716838,630766.3107684191,12800253.466393365
2016/17,Newcastle Met Area,868,2152897,3866213.1,110917,169183,46611.3568516705,1480634.5088157316,346023.39493577427,6019582.360603176
2016/17,Nottinghamshire and Derby,948,4487453.45,7829592.25,166098,299722,50907.33444168622,1686542.0302232937,306930.6755079158,10339792.290172895
2016/17,NA,21509,80962401.39999999,144598565.15,2225074,5693718,1155027.2747956,38554277.46479127,10042602.653021479,202269264.54260835
2017/18,Belfast City Region,1739,2956325.5,5522856.3,166515,304914,97215.93703396853,4774674.71651894,1275554.5943711158,12141730.547924025
2017/18,Bristol,1131,6282465.6,11418163.049999999,111034,347968,63226.69625383462,1126310.9759520097,425532.94900223473,13492235.671208078
2017/18,Cardiff City Region,1361,4008914.5,7186362.399999999,300120,316480,76084.46825947738,2457575.7972239186,731498.9712296084,11068121.636713004
2017/18,Edinburgh,832,3422479.1,6456205.6,104342,203002,46511.592646499026,1946453.0349169404,463126.0438834137,9219640.271446852
2017/18,Glasgow City Region,2669,12691468.15,23890978.9,131139,631364,149206.05862200228,4345200.975774916,1176350.5939902267,30324239.528387144
2017/18,Greater Birmingham and The Black Country,3279,11247300.299999999,19628777.15,237513,728749,183307.10611522873,3842385.763893499,1223864.0889094947,25844596.10891822
2017/18,Greater London,4810,24625229.3,46993904.1,560562,1098371,268895.1449875725,7209635.940083649,1937610.7653341019,58068978.95040532
2017/18,Greater Manchester,2054,6466051.149999999,11984507,209457,478286,114825.49434604448,4890744.575284477,1128314.9727531646,18806135.042383686
2017/18,Leeds City Region,1619,5551293.899999999,9819296.049999999,192178,378695,90507.53424841577,2002128.7486431422,651091.5182893088,13133896.851180866
2017/18,Liverpool City Region,1346,4585083.6,8449001.7,129749,371134,75245.91791128328,2847637.8927593543,667799.5604587217,12540568.07112936
2017/18,Newcastle Met Area,892,2099811.9499999997,3770684.15,113875,169832,49865.794039275395,1543504.5296073172,361311.4119135539,6009072.8855601465
2017/18,Nottinghamshire and Derby,927,4223769,7369403.1,167619,292671,51822.411518394954,1685566.1532437035,303877.51695619704,9870959.181718295
2017/18,NA,22000,76814828.1,137169832.9,2207107,5663987,1229873.844018003,43191657.80304423,11071166.442507217,200533624.98956946
2018/19,Belfast City Region,1676,2740746.8,5102629.05,173296,291781,97569.36952768124,4656581.077245753,1264637.528043228,11586494.024816662
2018/19,Bristol,1123,5991106.85,10870493.6,107730,344836,65376.13483268857,1156260.9749042718,437244.5452438922,12981941.254980853
2018/19,Cardiff City Region,1405,3765650.4499999997,6746055.6,290336,313625,81792.93805870654,2386912.7711941935,756213.6382247487,10574935.947477648
2018/19,Edinburgh,818,3231195.9499999997,6096372.55,105405,198206,47620.372478307436,1903190.4362917868,462933.33125577326,8813727.690025868
2018/19,Glasgow City Region,2723,12037695.75,22661677.45,136484,634251,158521.1176753437,4416418.107319937,1249117.2198277165,29256468.894822996
2018/19,Greater Birmingham and The Black Country,3517,10816119.95,18874736.2,244449,753944,204744.3154110113,4023428.344647288,1340633.5199950428,25441935.38005334
2018/19,Greater London,5219,24684198.9,47098700.6,581176,1159467,303827.29090988566,8058702.957323452,2190504.1905547744,59392378.03878812
2018/19,Greater Manchester,2140,6344133.95,11759710.9,214561,487322,124581.41455205122,4861148.530880489,1162952.7500795322,18610276.595512073
2018/19,Leeds City Region,1627,5240238.95,9268230.85,198219,374869,94716.80442812493,1940660.494223041,665767.7041412508,12542463.852792416
2018/19,Liverpool City Region,1310,4306501.2,7939750.55,122702,359443,76262.45470242389,2685712.7061736607,647571.4807161683,11831442.191592252
2018/19,Newcastle Met Area,895,2044347.75,3670052.65,114368,169721,52102.974777610216,1519089.3361912856,362854.10241781996,5888188.063386716
2018/19,Nottinghamshire and Derby,902,3997408.9,6976319.75,162840,287613,52510.484077546826,1638006.2298762607,307195.0660587443,9424484.530012552
2018/19,NA,22398,73680696.2,131568548.8,2201262,5644067,1303913.3285686185,42351666.54738829,11324473.166904235,194393930.84286115
2019/20,Belfast City Region,1473,2310210.75,4332869.899999999,150752,256429,107131.95002632833,4717523.329648143,1296880.0018375695,10861586.18151204
2019/20,Bristol,879,5105036.25,9278516.7,92974,279310,63930.06386499837,930039.8964102947,353594.7168430969,10998365.37711839
2019/20,Cardiff City Region,1230,3214392.3,5761421.55,274487,273612,89458.45114214788,2555491.595508041,769233.2271695322,9723703.823819721
2019/20,Edinburgh,751,2915419.25,5499836.6,86721,177347,54620.56651036835,1853968.3363153622,465053.9210653774,8137547.423891108
2019/20,Glasgow City Region,2430,10734870.15,20235421.3,125111,571499,176734.98884180438,3876434.6414145557,1172243.354751571,26157444.28500793
2019/20,Greater Birmingham and The Black Country,2902,9799997.65,17092496.15,221529,654230,211063.7603370026,4355647.027149969,1306214.0238660364,23841179.961353008
2019/20,Greater London,4496,21693193.4,41498204.449999996,534804,1009384,326996.0945813796,7438603.95629873,2069956.6498423528,52877949.15072246
2019/20,Greater Manchester,1835,5560882.75,10291735.4,173711,427745,133460.37223239138,4429788.929243903,1087688.096376048,16544128.797852343
2019/20,Leeds City Region,1480,4758750.5,8431531.65,182497,345705,107641.06316290965,1995269.2722125282,667108.0449757185,11729752.030351156
2019/20,Liverpool City Region,1223,3958389.65,7301052.05,110090,332033,88949.33800556656,2862653.5327399718,703895.0729702642,11398672.993715802
2019/20,Newcastle Met Area,760,1769782.45,3175713.9,99262,147604,55275.14054311577,1313711.4753461904,325043.5906383748,5116610.1065276805
2019/20,Nottinghamshire and Derby,820,3640461.6,6341218.45,155391,259833,59638.96742809859,1393261.6838120949,280569.7209733269,8489912.822213521
2019/20,NA,19602,66121488.1,117988269.64999999,1996055,5053672,1425662.2433238886,41412875.323623314,10969123.063806504,178845657.2807537
2020/21,Belfast City Region,1232,2083827.7,3977620.9,122208,224214,117526.32767257177,4621223.810754092,1310375.62868963,10373168.667116294
2020/21,Bristol,583,3665408.25,6731537.6,64146,198684,55615.13720219914,482547.0553865112,188522.39013905698,7721052.182727767
2020/21,Cardiff City Region,1092,3356608.35,6069056.1,199234,257898,104171.063164325,1975137.572958492,638075.782009116,9243572.518131932
2020/21,Edinburgh,653,2816060.1999999997,5354845.3,65177,169166,62292.769456322545,1774624.5885563947,501179.5233235238,7927285.181336241
2020/21,Glasgow City Region,1504,7415319.25,14029752.35,85153,405492,143473.69871716553,2052512.8730100594,577168.5482718822,17293552.46999911
2020/21,Greater Birmingham and The Black Country,2329,9208826.9,16112603.4,179993,559830,222174.36456933417,2674631.039810389,873583.7524597533,20622815.556839477
2020/21,Greater London,3820,20474150.599999998,39520498.4,399863,860960,364407.9315821625,5749175.54119362,1743687.0915630932,48638591.96433888
2020/21,Greater Manchester,2052,6042298.95,11359939.75,155508,446712,195750.019792303,4286358.32244846,1098070.413948415,17542338.50618918
2020/21,Leeds City Region,1086,3914885.8,7016925.1,129574,280157,103598.69468540013,906387.9425853551,334119.6822156826,8770762.419486437
2020/21,Liverpool City Region,997,3791974.1,7111220.7,98125,283834,95108.56224801466,1687604.8577996003,407208.3627003631,9683101.482747978
2020/21,Newcastle Met Area,507,1409242.2,2545738.9499999997,70279,113334,48365.136469150886,795163.8906459728,193162.94128094148,3766043.918396065
2020/21,Nottinghamshire and Derby,670,3268449.75,5743995.7,113554,219081,63914.480146609654,1016874.0722489033,207084.59470659491,7364503.847102108
2020/21,NA,16215,63081357.699999996,113656095.89999999,1579436,4490098,1546825.8142944411,30396890.15781705,8564717.201240543,160234063.07335204
2021/22,Belfast City Region,1033,1766307.65,3424735,110215,194940,104329.57499920299,4635619.558789015,1253824.5568293205,9723663.690617539
2021/22,Bristol,565,3104745.6999999997,5813977.899999999,44548,171857,57063.12669365894,724017.4827628733,267535.81308141554,7078999.322537947
2021/22,Cardiff City Region,892,3100104.6999999997,5639585.95,139848,232684,90089.04249689163,2455250.9873284693,697646.6938135846,9255104.673638945
2021/22,Edinburgh,618,2709395.4,5226771.55,42792,163034,62415.95096757739,1629148.6948594619,411286.3992147134,7535448.595041753
2021/22,Glasgow City Region,1154,5696968.6,10929243.9,70458,313738,116550.17381324322,3289280.360256861,847101.6682855054,15566372.10235561
2021/22,Greater Birmingham and The Black Country,2112,9137688.7,16152388.5,142844,497185,213304.99748142954,3738212.4491369743,1047325.6989711703,21791260.645589575
2021/22,Greater London,3816,20894998.349999998,40873479.1,310370,781547,385403.3477221283,7653651.549523178,2028480.4932143148,52032931.49045962
2021/22,Greater Manchester,2710,7399922.35,14254521.25,130407,539597,273701.0147607358,7999676.087189817,1884729.9070810168,25082632.259031568
2021/22,Leeds City Region,1146,4063057.8,7447165.35,103071,269704,115742.20033793477,2415377.188759944,734154.7791807713,11085214.51827865
2021/22,Liverpool City Region,917,3723527,7134589.75,89450,260962,92613.95960723053,2964630.7806681213,671976.9462897814,11214223.436565133
2021/22,Newcastle Met Area,471,1251412.5,2296596.3,52680,99459,47569.43835878471,1679305.6504067227,386187.09052477253,4561797.47929028
2021/22,Nottinghamshire and Derby,707,3169874.4,5663620.55,76849,208135,71404.65588038384,1806327.191697888,318304.86929515965,8144641.266873431
2021/22,NA,15226,62156111.449999996,113610008.05,1301533,4308638,1537775.5168807984,39420008.47909215,9886275.429667402,170064238.47564036
2022/23,Belfast City Region,1068,1642968.4,3207959.5,97410,190634,132216.40361556908,6601895.7680760855,1772485.6879843562,12002601.35967601
2022/23,Bristol,675,3266425.9,6118482.75,42262,192887,83563.73824017709,837095.8984472711,326510.5214708025,7600801.908158251
2022/23,Cardiff City Region,982,3258178.35,5901990.3,90620,246614,121569.7643731169,2860476.4593972717,821746.9385164641,10043017.462286852
2022/23,Edinburgh,676,2675172.6999999997,5183796.399999999,36905,176885,83687.53637090328,1937642.1539878135,490629.56665453914,7909545.657013255
2022/23,Glasgow City Region,1199,5000742.95,9666972.65,72917,296550,148433.95874069975,4167906.2954999716,1092399.398994907,15445179.30323558
2022/23,Greater Birmingham and The Black Country,2083,9183066.799999999,16282085.75,124827,450563,257871.5063026502,3546976.3925021067,1021569.0742313996,21683892.723036155
2022/23,Greater London,3830,20752876.65,40518126.4,270136,735606,474146.84068130114,8419587.4269039,2260811.829443334,52678414.49702854
2022/23,Greater Manchester,2915,8873206.1,17200536.25,149980,630312,360871.5510668388,7872671.555360821,1840436.731253412,28054808.087681074
2022/23,Leeds City Region,1244,4072781.8,7522876.55,90805,270864,154004.87462337821,3025700.7319884873,882211.849899946,11946463.006511811
2022/23,Liverpool City Region,970,3979790.1,7688414.05,82545,255554,120084.18680440263,3148023.782511831,744582.1944651633,12039203.213781396
2022/23,Newcastle Met Area,481,1203571.0999999999,2221278.65,38792,99016,59546.90087929656,1124942.4155936195,266045.6100873205,3809621.5765602365
2022/23,Nottinghamshire and Derby,834,3424936.4499999997,6154552.5,61008,231239,103247.64102564102,2344452.680706326,401947.6966254323,9296447.5183574
2022/23,NA,15569,63773766.85,116965499.5,1125778,4324381,1927413.0972760252,46937818.42905623,12147688.625090964,183428578.65142322
2023/24,Belfast City Region,1031,1584087.2,3048074.5,83404,184974,160174.135205145,5787535.812408565,1637199.1951414093,10901361.64275512
2023/24,Bristol,852,4008590.65,7347213.85,36198,230449,132365.04674566785,1657621.5854863098,575984.3435974212,9979831.825829398
2023/24,Cardiff City Region,999,3284345.6,5847767.1,77881,239997,155202.67805037813,4387432.563888909,1278419.0315350324,11986699.37347432
2023/24,Edinburgh,725,2735914.55,5218558,39924,191846,112634.57616268683,2220470.191464417,623781.363706871,8407214.131333975
2023/24,Glasgow City Region,1444,5311297.25,10103454.45,68213,328322,224337.00410885486,5619649.641773399,1507118.6973751849,17851094.793257438
2023/24,Greater Birmingham and The Black Country,2090,9312530.299999999,16261323.65,98994,430954,324698.295420711,4318936.265446405,1209446.1164403833,22644352.3273075
2023/24,Greater London,4050,22023202.5,41868544.35,235184,734252,629200.0461501817,8657967.3616428,2437043.0000109375,54562190.757803924
2023/24,Greater Manchester,2701,9598811.15,18283750.75,145659,633629,419622.0554695409,6173568.373048118,1521034.285508316,27177263.464025974
2023/24,Leeds City Region,1392,4516061.05,8218557.35,90142,290692,216258.38623235872,3258560.7982083783,998292.1921593959,13072502.726600133
2023/24,Liverpool City Region,1072,4494571.35,8501709.35,68755,270286,166543.81468469006,2602048.019485569,608655.7244317286,12217997.908601988
2023/24,Newcastle Met Area,626,1510266.4,2739014.5,31413,113388,97254.13059012685,1123756.5298297056,294647.45307977323,4399473.613499606
2023/24,Nottinghamshire and Derby,794,3108926,5532255.6,47840,228090,123354.28065265289,1523135.8331070151,301302.73436083586,7755978.448120504
2023/24,NA,15810,65036143.5,117749080.5,972933,4289478,2456210.5505270055,41705613.44289995,11540862.766933622,178714178.26036057
2024/25,Belfast City Region,1009,1442523.95,2220288.4,69091,165817,178641.77855461478,5772480.895042815,1770017.3254938754,10176336.399091305
2024/25,Bristol,819,3956541.75,6130321.55,28072,216328,145002.59329656046,820033.2404811641,366914.64469672076,7706672.028474445
2024/25,Cardiff City Region,942,3066828.05,4497761.399999999,56260,200711,166779.53954256405,2719243.683123947,936719.2545040159,8577474.877170527
2024/25,Edinburgh,703,2468779.9499999997,3916171.85,32074,163477,124464.98545480096,1900275.0096003837,552018.8011774721,6688481.646232657
2024/25,Glasgow City Region,1514,5064573.7,8036347.1,54896,306266,268051.19200365385,8186716.279815657,2327305.995894999,19179582.56771431
2024/25,Greater Birmingham and The Black Country,1692,7729184.3,11430031.6,69164,357945,299565.79714014684,3223876.8998659695,1003910.0871055698,16384493.384111686
2024/25,Greater London,3536,18519004.4,29398769.8,170964,654761,626042.9424867372,9915216.3991604,2904356.6758848145,43670110.81753195
2024/25,Greater Manchester,2193,8344659.1,13290211.549999999,115495,546860,388267.0172153322,5617237.6156248255,1541436.747918001,21499507.930758156
2024/25,Leeds City Region,1347,4218537.25,6485360.6,78075,281362,238484.11864525877,3371341.4087961693,1104037.6023549442,11558660.729796372
2024/25,Liverpool City Region,1050,4366823.149999999,6829305.45,49713,245170,185900.76063661597,4623171.585706309,1258840.0107997009,13192100.807142626
2024/25,Newcastle Met Area,648,1499139.9,2423181.6999999997,29500,116221,114727.32656431157,1055369.251270459,292477.74191264634,4031477.0197474165
2024/25,Nottinghamshire and Derby,634,2440604.15,3738237.1,34113,189547,112248.64975582334,1148035.7057925595,272715.732323954,5494897.187872337
2024/25,NA,12376,51103377,84207336.75,726165,3441025,2191150.29870358,30870220.231341895,9338866.997963035,130774764.2780085
2025/26,Belfast City Region,467,854871.35,1223160.2,37555,97204,58852.5190051619,NA,NA,1416771.719005162
2025/26,Bristol,382,2418963.15,3575435.75,15492,129577,48140.604411074615,NA,NA,3768645.3544110744
2025/26,Cardiff City Region,434,1836889.95,2539318.9,31227,115187,54693.775692163304,NA,NA,2740426.6756921634
2025/26,Edinburgh,327,1450344.8,2160009.8,19123,95484,41209.365556076955,NA,NA,2315826.165556077
2025/26,Glasgow City Region,718,3037827.75,4557154.3,30137,184151,90484.17268887846,NA,NA,4861926.472688878
2025/26,Greater Birmingham and The Black Country,751,4391270,6084491.25,35876,202372,94642.91600187705,NA,NA,6417382.166001877
2025/26,Greater London,1604,10582804.299999999,15634739.35,91309,379223,202140.12951665887,NA,NA,16307411.479516659
2025/26,Greater Manchester,963,4788561.7,7121756.45,65582,307765,121359.6912247771,NA,NA,7616463.141224777
2025/26,Leeds City Region,625,2477884.3,3597286.6999999997,44991,167309,78764.07789770061,NA,NA,3888350.7778977
2025/26,Liverpool City Region,490,2646498.8,3911011.5,25915,144641,61751.03707179728,NA,NA,4143318.537071797
2025/26,Newcastle Met Area,308,921541.1,1444008.9,16828,71048,38814.93758798686,NA,NA,1570699.8375879868
2025/26,Nottinghamshire and Derby,277,1330842.45,1903831.7,18600,106596,34908.23932426091,NA,NA,2063935.939324261
2025/26,NA,5440,28612093.95,45341275.449999996,389110,1922350,685562.5340215861,NA,NA,48338297.98402158
2026/27,Belfast City Region,165,410601,509366.75,16813,45458,NA,NA,NA,571637.75
2026/27,Bristol,133,1175896.8,1585200.7,5866,60620,NA,NA,NA,1651686.7
2026/27,Cardiff City Region,151,880243.85,1081556.15,14230,50270,NA,NA,NA,1146056.15
2026/27,Edinburgh,115,695266,921643.95,8415,43594,NA,NA,NA,973652.95
2026/27,Glasgow City Region,257,1460557.55,1962703.55,11899,87062,NA,NA,NA,2061664.55
2026/27,Greater Birmingham and The Black Country,248,1987653.5999999999,2412836.35,13390,91602,NA,NA,NA,2517828.35
2026/27,Greater London,546,4888389.95,6316083.95,35440,177409,NA,NA,NA,6528932.95
2026/27,Greater Manchester,321,2170276.1,2795933.9,26475,137963,NA,NA,NA,2960371.9
2026/27,Leeds City Region,219,1202446.55,1580033.55,20382,81283,NA,NA,NA,1681698.55
2026/27,Liverpool City Region,172,1299525.9,1726132.4,10420,68524,NA,NA,NA,1805076.4
2026/27,Newcastle Met Area,110,464161.2,690176.2,8263,35438,NA,NA,NA,733877.2
2026/27,Nottinghamshire and Derby,90,542594.95,655730.7999999999,7072,45147,NA,NA,NA,707949.7999999999
2026/27,NA,1766,12426153.4,18197536.95,160794,836751,NA,NA,NA,19195081.95
2027/28,Belfast City Region,33,127862.95,109670.4,5165,13828,NA,NA,NA,128663.4
2027/28,Bristol,25,335052.14999999997,339991.5,1442,16825,NA,NA,NA,358258.5
2027/28,Cardiff City Region,29,278879.05,261244.1,2631,13852,NA,NA,NA,277727.1
2027/28,Edinburgh,22,206661.35,199274.85,1817,11721,NA,NA,NA,212812.85
2027/28,Glasgow City Region,50,415829.35,397428.55,2882,24222,NA,NA,NA,424532.55
2027/28,Greater Birmingham and The Black Country,45,526018.25,410932.5,3175,25170,NA,NA,NA,439277.5
2027/28,Greater London,102,1280309.95,1029089.9,7307,51103,NA,NA,NA,1087499.9
2027/28,Greater Manchester,60,601546.7,505233.2,6814,40724,NA,NA,NA,552771.2
2027/28,Leeds City Region,42,346419.2,337274.05,5339,24554,NA,NA,NA,367167.05
2027/28,Liverpool City Region,34,392579.3,391646.85,2671,19552,NA,NA,NA,413869.85
2027/28,Newcastle Met Area,21,133159.3,169181.44999999998,2796,10905,NA,NA,NA,182882.44999999998
2027/28,Nottinghamshire and Derby,16,145429.9,110245,1442,12109,NA,NA,NA,123796
2027/28,NA,309,2947204.15,3324931.4,38625,208365,NA,NA,NA,3571921.4
2014/15,proposition_Foundations,15695,22101439.9,39667302.75,1956917,2593359,208849.991575592,21462032.873493988,5886483.577096155,71774945.19216573
2014/15,NA,28225,159864210.7,290958686.45,2718117,6241265,375584.00842440804,43636327.35117835,11013826.592031976,354943806.4016347
2015/16,proposition_Foundations,15701,21889043.599999998,39286667.65,1959121,2596878,241873.92284610137,21462032.873493988,6040852.144882054,71587425.59122214
2015/16,NA,28289,158486226.4,288398399.75,2712337,6307963,435792.0771538986,47406239.56123564,12129200.947941115,357389932.33633065
2016/17,proposition_Foundations,15701,21532907.2,38647471.05,1959121,2596878,843139.3017604592,21462032.873493988,6181404.189532052,71690046.4147865
2016/17,NA,28208,153426792.65,279168102.7,2693356,6340043,1514761.698239541,52273832.2385077,13488573.042587979,355478668.67933524
2017/18,proposition_Foundations,15701,21121185.9,37908509.1,1959121,2596878,877738.6011330304,21462032.873493988,6109400.044509384,70913679.61913641
2017/18,NA,28958,143853835.1,261751463.29999998,2672087,6587619,1618849.3988669696,60401444.03345209,15307699.385088973,348339162.11740804
